created_at,full_text,username
Tue May 28 10:51:37 +0000 2024,@KompasTV biar cair dana dari org yahudinya sama lah kaya d sini,hapuskanpinjol
Wed May 29 04:19:59 +0000 2024,@KompasTV Bikin aturan yang jelas jangan samar² Ktp banyak di salah gunakan utk pinjol Kenapa elpiji nga di gabung di spbu dlm penjualannya Elpiji sampai masyarakat kecil lewat banyak jalan SPBE AGEN SUB AGEN PENGECER KELONTONG baru sampai konsumen Pejabat nga mau mikir maunya ngembat,Khacoeng16
Thu May 30 06:50:01 +0000 2024,@KompasTV dikira yg lain ga di awasi? duit di bank saja bisa hilang walau di awasi beberapa pihak,hapuskanpinjol
Mon May 27 22:59:46 +0000 2024,@KompasTV Enak banget sementara rakyat terjebak pinjol sampai bunuh diri dasar maling,Dinoxxx721
Wed May 29 06:36:00 +0000 2024,@KompasTV iye emang duitnya dibalikin tapi gimana nasibnya mahasiswa yang ngundurin diri sama ortu yang make pinjol buat bayar UKT? bunganya tetep harus dibayar lah coeg nadiem nadiem,PaterStellae
Wed May 29 02:50:30 +0000 2024,@KompasTV mentri noh selalu bikin kegaduhan gak ada yg lapor padahal itu sangat meresahkan seluruh rakyat indonesia,hapuskanpinjol
Thu May 30 07:18:56 +0000 2024,@KompasTV -OJK: ngawasin pinjol dan investasi bodong aja ga becus -BPK: tukang obral WTP daerah korup -KPK: ah sudahlah.. ,arnsuasanaseger
Sun May 26 02:49:17 +0000 2024,@KompasTV Rakyat harus bahu membahu kerja bantu negara bu kalau ga kerja susah. Perbanyak lapangan pekerjaan investor yg memberi lapangan pekerjaan harus dijaga sama² jangan dibenci atau dibikin ga betah. Kalau ga ada yg kerja utang di pinjol WB akan terus numpuk. Kasian negara ga,shda_agatha_
Tue May 28 13:10:40 +0000 2024,@KompasTV Studen loan dn tapera ini sebetulya pemainya dia dia juga ketika ada wacana i gin membrntas judi onlin yg sepaket dengn pinjol maka mereka medekati dn bekerjasma dengn pemerintah tujuanya bukan tdk.lain paham ya kameplase ...,joko_wakwaw
Wed May 29 15:28:07 +0000 2024,@KompasTV Termasuk perhitugan dengan pinjol? Kartu kredit? Kpr? Gadai? ,kantorpemkab
Sun May 26 02:21:20 +0000 2024,@KowuLaode341884 @dekade_08 Namanya kuliah kredit pakai pinjol...,Haries_prs1975
Mon May 27 00:58:24 +0000 2024,@kqakavasha jangan masukin pinjol kak,gasalting
Thu May 30 08:45:54 +0000 2024,@kreestee15 @vvotanet awas aja klo belanja pemain nya pake pinjol wkwk,fadhilapr
Mon May 27 04:11:46 +0000 2024,@kringlonceng itulah alasanya Akan di pasangkan CHIP Memang eror karna bisa di gunakan oleh Oknum untuk kejahatan misalnya pinjaman Online dll.... Kemarin ada berita Uang Nasabah di Bank BRI hilang TUJUAN PANDEMI UNTUK VACCIN DAN TUJUAN VACCIN TUK MENGONTROL MANUSIA B,VictorioJr60985
Mon May 27 17:17:03 +0000 2024,@ku_nigami penipu,itssmeh29
Mon May 27 17:17:54 +0000 2024,@ku_nigami penipu nih,itssmeh29
Mon May 27 17:15:35 +0000 2024,@ku_nigami penipu nih awas guys yg mau jasa convert paypal,itssmeh29
Mon May 27 17:17:45 +0000 2024,@ku_nigami penipu nih guys,itssmeh29
Sun May 26 11:41:03 +0000 2024,@KucengTerbanggg Jhon Wick menghindari perang malah kelilit pinjol,Tuah_Raya
Wed May 29 03:40:27 +0000 2024,@kumparan Ane modal ktp buat pinjol,andalusiaotoman
Wed May 29 07:20:54 +0000 2024,@kumparan Daftar magang rasa daftar pinjol,Rubah_malam_13
Tue May 28 14:50:04 +0000 2024,@kumparan jaman serba cepat kek skrng emang gak bagus takut rakyatnya kejerat pinjol/paylater,vanrc_
Wed May 29 05:34:12 +0000 2024,@kumparan Kanyak nyari duit di pinjol bedanya ini dapet yiap bulan dan ngga perlu mbalikin..,Ibas
Tue May 28 15:28:46 +0000 2024,@kumparan Konten pamer kekayaan begini yg bikin orang pengen hidup instan liat idolanya punya ini itu jadi kepengen ikutan dengan cara instan caranya? Ya pinjol. Jadi semuanya saling berkesinambungan,GerhanaEvran
Wed May 29 23:57:28 +0000 2024,@kumparan modal ktp sama foto selpi fix ini mah buat pinjol,srwicak
Wed May 29 06:19:01 +0000 2024,@kumparan Semua pinjol dan judol juga menawarkan kebaikan di awal pak!,watonsuloyo99
Mon May 27 13:11:56 +0000 2024,@kumparan Trik regime jkw krn terjerat pinjol china : bikin aturan utk kumpulkan dana masyarakat krn malu klo mau ngutang china lagi..betul ? Gw sendiri ga percaya jangan2 nanti setelah terkumpul duitnya lalu digarong rame2 spt jiwasraya asabri taspen... ,fxnetizen
Wed May 29 03:43:37 +0000 2024,@kumparan Ud cem pinjol aja pake ktp doank,KNataliyanto
Sun May 26 14:44:51 +0000 2024,@kutilysb Bukan gk bisa kepake yg mo minjemin tau aja kalo gue ga bakal bisa bayar tu pinjol mending lu balikin anjir dompet gue,txtdaripin
Mon May 27 17:37:56 +0000 2024,@kvnwijayaa ini pass akun pinjol gua,eldenandra
Mon May 27 04:56:48 +0000 2024,@kwontollo @conslution @aviahtion @ibas404 @diaxstro @underect Mau pinjol dia,adrianlucuu
Thu May 30 11:49:08 +0000 2024,@kyyawsa Takut buat pinjol,wjndara
Tue May 28 00:27:28 +0000 2024,@langitan99 Suara pinjol ini,BelengFull
Tue May 28 05:53:32 +0000 2024,@laponthine bener. abis cair pinjol pake ktp Isaiah tadi.,avioIa
Thu May 30 11:52:47 +0000 2024,@lawyder Nyamper tapi ga ngechat kaya gini dulu. Ini cuma template penagihan biasa,Aria_Consultant
Thu May 30 06:06:22 +0000 2024,@LegalCpfc @akulakuID @ojkindonesia @r_kapau Ini apa sudah dialihkan pihak ke 3 pihak akulakunya ttp datang?,bstgirlfriend
Wed May 29 19:35:12 +0000 2024,@lekaaapel @tanyakanrl Sempet punya. Salah satunya gue kasih nama anjing .,SamaPinjol
Sun May 26 15:09:32 +0000 2024,@lelahidup__ Iya benar soalnya temen ku pernah bilang gitu,magazinepopser
Tue May 28 13:13:20 +0000 2024,@lemaonation GUE SETUJU. Fuck gak punya duit gue akan pinjol.,writheosley
Tue May 28 06:27:31 +0000 2024,@lemontese Males bayar pinjol wkwkwkw asli dah,BIGwingatgosipo
Tue May 28 17:44:44 +0000 2024,@lensvirsa mas banyak pinjol ojk di playstore jadi gas pinjol ‍️‍️‍️,Ryanmalesmakan
Mon May 27 02:36:35 +0000 2024,@lesyeuxderuna Ah kalo sabung ayam sekarang ngga digrebek pulisi soalnya ceperannya dikit enakan grebek judol &amp; pinjol ga sih (udah SEHARUSNYA) romcom yang asik apa runa?? Kayanya aku butuh komedi dalam hidupku ini ,querrencies
Tue May 28 06:06:07 +0000 2024,@levi0samu @kizumizuha Gabisa pinjol ilegal tidak semudah itu juga ka tetep harus verifikasi wajah secara langsung foto ktp secara langsung bukan dari gallery dan cair ke rekening sesuai ktp. Nomor hp pendaftaran juga berpengaruh dan tidak semerta-merta bisa masuk app ilegal begitu saja perlu,Aria_Consultant
Tue May 28 05:05:58 +0000 2024,@levi0samu Itu tadi via telpon kirain beneran soalnya nomornya ga kek biasanya... Itu pinjol bisa kah kalo misalnya cuma tau nomor nik???,kizumizuha
Wed May 29 06:10:09 +0000 2024,@lfkmlrd Kalo org yg gak melek teknologi kayaknya gak make pinjol. Tp pasrah akan kehidupan ,Rizkaafauzia
Sun May 26 15:05:00 +0000 2024,@lightofhwasan Pinjol gih,xayayya
Thu May 30 08:18:07 +0000 2024,@lili97xx Emg ini gilaaa mau galbay jg dc ny gercep bgt tai,karduspizzahut
Thu May 30 05:42:03 +0000 2024,@liliaaoooo Sabar ka fokus benahin diri sendiri aja. Atur kondisi keuangan buat diri sendiri dan keluarga dl. Semua yg pinjol rata2 galbay pada akhirnya.,Amanda291072550
Sun May 26 11:47:37 +0000 2024,@liranti @txtdrMagelang aduh bacodan nasabah pinjol elek koyok kete,AWF202
Sun May 26 09:04:18 +0000 2024,@liranti Nasabah bri banyak yang baik itu nasabah pinjol kak.,txtdrMagelang
Wed May 29 03:28:12 +0000 2024,@littlekoreanvam Ini pinjol legal deh. Kalau orangnya yang ditagih temen sendiri atau deket masih bisa didiemin. Ini mah udah orangnya gak jelas gak deket pernah ada masalah pula. Ya malesss,_oyemivoz
Sun May 26 11:23:47 +0000 2024,@livingfreehere Amaan aku disamper itu setelah telbay 2 bulan,sharing_pinjol
Sun May 26 06:33:38 +0000 2024,@livingfreehere Lah santaii.. telbay tipis2 itu mah,sharing_pinjol
Sun May 26 06:30:06 +0000 2024,@livingfreehere Paylet soalnya udh telbay pun yg dpt dics cuma dancil,sharing_pinjol
Wed May 29 11:08:14 +0000 2024,@lnfbbbb Lebih ke banyak tagihan pinjol nya.,sjahroel13
Wed May 29 18:07:44 +0000 2024,@lolipopmeii @anakgawlllll Temen kantor gue seh agak laen wkwk udh jadi selingkuhan laki org bertahun tahun tapi malah dia yang biayain hidup tuh laki.. ampe kelilit pinjol demi tuh laki,jewelsmoon
Thu May 30 15:55:03 +0000 2024,@LolsAquarius28 info pinjol,cleonysz
Sun May 26 11:24:00 +0000 2024,@longflighttt @renjunchem abis tu gue jadiin pinjol ye,chocavas
Tue May 28 15:49:39 +0000 2024,@Lovevorm Knp? Tghan pinjol mu dah mzk dedlen ya?,moonliatte
Thu May 30 03:24:22 +0000 2024,@luancipacauu_ @Queenbeauu i feel u dlu gue punya sepupu yg jd sahabat dr smp - sma trus lulus kita rantau sama2 ngekost bareng susah senengnya bareng pas gue pisah kota sm dia dia ada pinjem uang di pinjol trus dia gabisa balikin tp melarikan diri dan ganti nomor menghilang gtu aja.,Jheje_fR92
Wed May 29 00:27:35 +0000 2024,@luckylucky0971 agunan pinjol bs gag,DakotaGeorgy
Mon May 27 04:38:07 +0000 2024,@lululuann00 Coba ke apl pinjol ajah hhahaa,kucapQicheup
Tue May 28 16:21:06 +0000 2024,@lunaspinj Sopi ada akses ke kontak telat bayar hubungi luar kondar meliputi nomor yang ada transaksi di shopee penerima/pengirim paket &amp; daftar kontak,Aria_Consultant
Tue May 28 07:50:48 +0000 2024,@lysavana1 Yang tinggal di desa memang tidak punya cash tapi punya sumber daya alam. Makan tinggal ambil. Yang di kota nganggur banyak tapi buat makan masih ada pinjol.,AnglitStory
Mon May 27 06:03:05 +0000 2024,@macha_misu Cuma gertakan aja ini,Aria_Consultant
Sun May 26 11:49:26 +0000 2024,@magotteskind Belum lengkap klo belum kelilit pinjol sama judol. Yok bisa yok.. tambahin dikit,hadi_nid
Sun May 26 07:22:41 +0000 2024,@Maheswwarii @sbyfess Ternyata 70jt itu hasil pinjol,xrrbbc
Mon May 27 07:37:29 +0000 2024,@mamangdino @udabukanfakgerl bahkan kmren aku sempet dsruh buat ngusahain uang entah dari ngejual barang pinjol ataupun minta ke ortu dengan alasan ikut les atau joinan bisnis skincare,grelpren
Thu May 30 03:11:37 +0000 2024,@mamanklepi AJAHAHAJA aku tag pinjol nih,Opuelent
Mon May 27 19:24:22 +0000 2024,@manajerTiTi Sori ya kak meski saya cuma pegawai kecil dengan gaji ga seberapa dan gaya hidup selangit. Saya anti sama yg namanya pinjol pinjol. Mending minta ke cwk saya aja:v,crewPRAKA
Sun May 26 13:08:42 +0000 2024,@markleesubak_ @prettysparkle29 Kena apaan ka?,SamaPinjol
Wed May 29 14:04:25 +0000 2024,@marvelocus semangaattttt,angelalodies
Sat May 25 17:00:56 +0000 2024,@mazbiku abistu ktp di buat pinjol,aleenchive
Mon May 27 10:59:08 +0000 2024,@melarattt Harta tahta dj pinjol ,Crisyeyk
Mon May 27 10:00:39 +0000 2024,@memantautemlen Setau gue ada kak. Tapi jangan-jangan lebih laki dia daripada gue walopun perempuan ,SamaPinjol
Tue May 28 16:24:48 +0000 2024,@mercuryouuu Diskon pengurangan denda aja nunggu di tawarin nanti. Tapi dulu duluan lebih dulu ditawarin diskon atau di samper petugas,Aria_Consultant
Thu May 30 10:27:54 +0000 2024,@metanoia2110 Minjem ke pinjol sengaja gak dibayar sesuai namanya galbay (gagal bayar). 2 variabel 1 yang ngurusi ke pinjolnya 1 yang punya data nanti yang ngurusi ke pinjolnya dapet persenan gitu.,ny2ng_
Thu May 30 11:18:30 +0000 2024,@Miaow1398368 yg ada setiap gajian cuma numpang lewat doang buat bayar pinjol,jokspinjolrtk
Wed May 29 10:48:29 +0000 2024,@miayamjakarta7 @Kemdikbud_RI @jokowi @prabowo Itu akarnya. Ga mungkin mereka mampir ke ilegal kalo awalnya ga main di legal.,SamaPinjol
Sun May 26 07:22:18 +0000 2024,@MichelAdam7__ @MasMenteri @prabowo @jokowi Wiss statement orang ga jelas guru mahasiswa kena pinjol ukt naik belajar kurikulum ga genah skrg ngomong sekolah ga penting wiss jogetin aja cari gratisan,AyahBun6539919
Wed May 29 09:03:59 +0000 2024,@michiow900 @cingreborn Kepake ka ktpnya buat pinjol ,uciro24
Thu May 30 05:24:49 +0000 2024,@Miduk17 Sempet lewat foto ini di tiktok agak kaget liat komentarnya. https://t.co/5fe6PiRIzW,Aria_Consultant
Wed May 29 11:39:33 +0000 2024,@Miduk17 sudah klarifikasi dia ga tau apa2 beda kota pula ga ada sangkut paut y sama yg di cirebon,hapuskanpinjol
Sat May 25 15:37:20 +0000 2024,@Mingyutuals ohh nomer terakhir? udah aku setor buat pinjol sijjj,jisoojawa
Wed May 29 09:09:38 +0000 2024,@MINJUbjw dibayarin kredit pinjol da gua,BAJAWAsta
Wed May 29 14:49:20 +0000 2024,@mivngoo @miizngyu @SlRSCOUPS @mingyunt @SVT_WWONWOO apa gak ada pinjol khusus idol,vernonrelaxa
Sat May 25 18:41:03 +0000 2024,@mjktfess ngmg gold digger tp dee mokondo pinjol. iyuh2,gevannysm
Tue May 28 10:10:03 +0000 2024,@modernliferacun @junoaggy Pikirannya sempit banget ya. Kasian wkwk. Ga usah selingkuh pinjol ato judol deh. Misal pasangan lu bangkrut. Kalo ga pisah harta semua utang ditanggung bersama. Yg kena? Anak. Kalo ada prenup bs pisah utang. Pasangan yg lain bs pake harta pribadi buat hidupin anak.,m1tarashipeach
Wed May 29 07:42:24 +0000 2024,@moikyun Aku mau buat ah nanti huhuuu cuman emang bingung mau pake qris apa.,bnrbgt
Thu May 30 03:49:40 +0000 2024,@mokayyaa Ngga ini cuma template ka. Datengnya tanpa chat tanpa konfirmasi dulu jadi gabisa ditebak,Aria_Consultant
Sun May 26 07:56:24 +0000 2024,@moncheridavina Boleh kak DM aja ya,bstgirlfriend
Thu May 30 05:41:09 +0000 2024,@morsdeux ((iya maaf typingku salah)) iya beneran emang mukaku terlihat seperti penipu pinjol?,kxensonic
Thu May 30 05:34:46 +0000 2024,@morsdeux ih iya bener emang mukaku keliatan seperti penipu pinjol,kxensonic
Tue May 28 00:24:50 +0000 2024,@mouldie_sep Gpp yg penting masih bisa pinjol masih bisa galbay masih bisa judol masih bisa hiling2 masih bisa nongkrong2 masih bisa ngeleasing2 amaaaan,shasimi99
Wed May 29 08:50:03 +0000 2024,@mpannisa sarinin pemerintah ke pinjol aja apa susahnya si kan lagi BU,bfnugraha
Tue May 28 04:14:13 +0000 2024,@mpujayaprema Kebayang dana Tapera k kumpul dari masyarakat terus sama pemerintah d depositoin d bank n untung dri bunga tiap bulannya d pake buat apa coba tebak? Sementara rakyat nya d suruh pinjem d Bank n pinjol bwt kebutuhan sekolah kuliah n hariannya d suruh bayar angsuran (pokok+bunga),kudakantor
Wed May 29 15:39:05 +0000 2024,@mrtweepsID Banyak nihhh stok,SamaPinjol
Sun May 26 16:19:57 +0000 2024,@mrtweepsID Kopdar lah ku bsk di daerah kuningan,bstgirlfriend
Thu May 30 17:26:56 +0000 2024,@msaid_didu Gmana mau beli bang haji .....bentar lagi bayar ukt gaji pokok umr+tunjangan juga masih ngos-ngosan buat cukup 1 bln.. Masa iya qurban duitnya dari pinjol,cookingrockers
Mon May 27 08:21:57 +0000 2024,@msobri99 Blum bayar cicilan pinjol ,Zukee70
Mon May 27 04:27:09 +0000 2024,@msobri99 Embuh ach pinjol bini gw byk bgt nich kerja melulu Belom uang SPP &amp; jajan anak nambah,gwSbybgt
Mon May 27 06:58:31 +0000 2024,@msobri99 Pinjol belum dibayar,DeinVIB
Mon May 27 03:43:35 +0000 2024,@msobri99 Semoga bukan pinjol,Thomass90392754
Thu May 30 06:58:19 +0000 2024,@mstaronline itu tanda tidak punya buying guarantor kalau punya buying guarantor bisa jual sampah perkilo senilai emas jual pasir batu perkilo senilai emas lain2nya betul ? jika terjerat pinjol walaupun bukan OKU bisa terpaksa harus jual diri betul ?,a_doni95
Mon May 27 14:29:46 +0000 2024,@mudray_ Kalo temen2 u yg penghasilannya di bawah u tapi bisa begini begitu berarti antara masih dikasih duit ortu atau pinjol gasih wkwk,zpdlsltk
Tue May 28 14:08:44 +0000 2024,@MuhadklyAcho Rakyat butuh uang ke pinjol Pemerintah butuh uang ke rakyat Bubarin ajalah ini pemerintah burundi !,Heyndii
Thu May 30 08:49:59 +0000 2024,@mukhsinpro Jgn di pake buat pinjol y njink https://t.co/4WB2tZoOap,titeara
Tue May 28 03:43:08 +0000 2024,@murdaxyz @Jackoweb3 @pingcryptoo @DiqSetiawon @fypnava @KuisGratisan DyctrnGyhKMcoZWTjGhXMW6Kc7RuR8TG45MJtJ2j5ZcH,hokimpet
Tue May 28 03:42:28 +0000 2024,@murdaxyz @Jackoweb3 @pingcryptoo DyctrnGyhKMcoZWTjGhXMW6Kc7RuR8TG45MJtJ2j5ZcH,hokimpet
Sun May 26 06:56:34 +0000 2024,@MurtadhaOne1 Kan ada pinjol....ada yg saran...! ‍,kkl988
Tue May 28 10:54:26 +0000 2024,@mysoheemilk @nctzenbase Pinjol yuk KTPnya punya gue nomernya punya lu,blbrrycheescake
Sun May 26 10:05:11 +0000 2024,@Myuengjae @Taeosan bilang aja kalau gak mau effort padahal masih ada pinjol,Phairita
Thu May 30 09:17:18 +0000 2024,@na_pledise @AinunCaira38972 Beda beda kak tergantung wilayah dan total hutang bisa chat ke telegram kak buat tanya tanya,Aria_Consultant
Thu May 30 08:48:15 +0000 2024,@na_pledise @AinunCaira38972 Sama masih termasuk template penagihan secara online. Perlu diketahui penagihan offline berlangsung tanpa konfirmasi sebelumnya ka. Tanpa sms email wa terlebih dahulu,Aria_Consultant
Wed May 29 05:25:33 +0000 2024,@NA_Ridho21 Sistem penagihannya gimana itu kalo ngak bayar? Kalo sejenis pinjol ini meresahkan bukan hanya bunga yg gede tapi juga bisa ada penyebaran identitas. Ini belum lagi mikirin nama kita jelek di ojk yang nantinya bakal ngerembet ke susah ngambil kpr dll. Rumit,Ulfah_000
Tue May 28 22:54:39 +0000 2024,@nabiylarisfa Buat bayar utang daripada pinjem pinjol,berkelana81
Mon May 27 09:09:30 +0000 2024,@nadivbelajar konsul pinjol blh g,nenkbajay
Tue May 28 10:38:30 +0000 2024,@Nagashima_007 @tigerwood158 Oh jdi Bapak2 jk punya kelebihan uang suka judol ya waduh bkn bikin kaya tp malah bisa bikin bangkrut lalu terlibat pinjol deh makin ruwet deh hidup,RatnaPuspi16942
Sat May 25 18:37:57 +0000 2024,@nama_samaran09 kl proses bisa mulai bsk pagi kak. tp kl mau tanya2 dl boleh kak,solpinmu
Wed May 29 07:19:12 +0000 2024,@nanaathaja Kalo dompet kosong tinggal selfie sama ktp alias pinjol dulu,yoah
Mon May 27 09:45:28 +0000 2024,@nanamikentu Biasanya pake FC tembak kak rawan kl lewat 90 hari telat,bstgirlfriend
Mon May 27 04:03:03 +0000 2024,@nanamikentu Kalo udh lunas mending gausah d pake pake lagi ka,Aria_Consultant
Mon May 27 03:34:18 +0000 2024,@nanamikentu Kena denda kak,Aria_Consultant
Mon May 27 03:26:08 +0000 2024,@nanamikentu Salah copas template ,Aria_Consultant
Thu May 30 03:08:48 +0000 2024,@nanamikentu Tergantung dr kebijakan pihak bank.. klo danrup bank channeling dr bank neo kmrn2 sih ga masuk yah ke slik apling cuman pusdafil.. tp ga tau next kebijakannya gmn.. krn pinjol skrg dinamis.. byk buat perubahan terkait aturan dan kebijakan..,mrtweepsID
Tue May 28 01:56:27 +0000 2024,@naoirezi @GianNote_ karna relay is fun you know dd?? KENAPA GA SUKA RELAY?? nggak lah buat jaminan pinjol aja,seungmtin
Sun May 26 14:32:23 +0000 2024,@Nchsgst mantab depone lek kepentok iso pinjol co kombinasi yg samgat membagongkan,Auzty
Tue May 28 12:56:38 +0000 2024,@NCTDreamINA Ternyata idol nya pun penasaran. Buat yg dapet uang nya dari pinjol klo d tanya lgsg sama idol nya kyk gini apa ga mati kutu,zhxxyals
Tue May 28 06:01:05 +0000 2024,@nctzenbase apa aku harus menerima pinjol' yg nangkring di sms ,feiiiyketoprak
Mon May 27 11:02:27 +0000 2024,@ndiiinnn_ Sudah kak ‍️,Aria_Consultant
Tue May 28 03:20:37 +0000 2024,@ndrer Sorry to say Cek SLIK aja beberapa orang udah kelilit sama pinjol sampai galbay.,gadisfilter
Wed May 29 23:20:24 +0000 2024,@nekofourth I mean kalo babangnya kaya gini g bahkan rela jadi korban pinjol buat membiayai budget transport bulanan yg fantastis ‍↕️ https://t.co/DaOs3RaR8k,gemfourthzilla
Mon May 27 01:19:31 +0000 2024,@NenkMonica Kesimpulan quote rersebut: oleh karenanya UKT dinaikkan setinggi2nya untuk memberi kesempatan pinjol memasarkan student loan.,wong_clayten
Tue May 28 03:44:22 +0000 2024,@NewAkunBey2 Yawlah sapa juga temen gw yg pinjol?? parah bgt,babisapiku
Tue May 28 15:54:33 +0000 2024,@newsplatter Aplikasi pinjol dri cina namanya Xi Jin Pink,oholysprite
Tue May 28 04:41:47 +0000 2024,@newsplatter aplikasi PINJOL JELATA potong gaji ngga pake nanya / konfirmasi kaka wkwkwkwkwkwkwkwkwkw,KANGKOMENJKT
Tue May 28 06:00:09 +0000 2024,@newsplatter bener juga ya knp pemerintah gak pinjam ke pinjol aja pake atas nama pejabat2 nya,mahestra2211
Wed May 29 02:07:17 +0000 2024,@newsplatter Bisa gak ya seluruh rakyat pinjam ke pinjol 2jt. Terus kekumpul bayarin hutang indonesia. Hehe,gianfhbold
Tue May 28 23:58:10 +0000 2024,@newsplatter Boleh nggak pinjol atas nama negara,HST110192
Wed May 29 05:44:28 +0000 2024,@newsplatter Buka pinjol lah easy money. Selama ini pinjol2 itu juga punya para pejabat jadi mereka sdh punya best practice,Edwardlukito
Tue May 28 05:09:59 +0000 2024,@newsplatter Dan rakyat ngutangin pemrintah dr hasil pinjol. Jdilah lingkaran setan abadi. Wkwkwk,alblankon
Wed May 29 12:17:53 +0000 2024,@newsplatter IMF kan itu pinjol internasional.,24Amyra
Tue May 28 05:03:40 +0000 2024,@newsplatter Kalo pinjol yg BU kemana ?,idhamramadhan03
Tue May 28 09:49:23 +0000 2024,@newsplatter Ke negeri leluhurnya pinjol...,adi461968
Wed May 29 09:22:39 +0000 2024,@newsplatter Ke pinjol tp perantara rakyat,Azzpdn
Tue May 28 16:24:20 +0000 2024,@newsplatter Ke rakyat biar rakyat pada pinjol,UFa_Fatimah
Tue May 28 11:15:30 +0000 2024,@newsplatter Ke rakyat jelata pemerintah maunya pinjam ke pinjol pake tangan rakyat jelata,BhrahmantyaS
Tue May 28 05:07:04 +0000 2024,@newsplatter ke rakyat jelata yang ambil duit di pinjol buat judol,afahturoni
Tue May 28 03:28:58 +0000 2024,@newsplatter Ke rakyat jelata yang kalau BU ke pinjol.,joandreko
Tue May 28 07:32:54 +0000 2024,@newsplatter Ke rakyat jelata yang pinjol lah,bellaaprimanti
Tue May 28 06:37:30 +0000 2024,@newsplatter Ke rakyat jelata yang terjerat pinjol,SovatsId
Tue May 28 04:21:07 +0000 2024,@newsplatter Ke rakyat yang kalo BU ke pinjol,ikhsan__s
Tue May 28 04:55:05 +0000 2024,@newsplatter Ke rakyat yg gaji umr udh kena potongan sana-sini dan ujung nya pinjol,alfa_ichi
Tue May 28 04:06:43 +0000 2024,@newsplatter Ke rakyat yg pinjol,kentomiyauraaa
Tue May 28 05:16:20 +0000 2024,@newsplatter lingkaran setan Rakyat jelata BU ke pinjol pemerintah BU ke rakyat jelata yang abis pinjol,si____mbem
Tue May 28 04:53:49 +0000 2024,@newsplatter Minjemnya ke RRC.diperas dan dijebak Ama RRC mirip jebakan pinjol Krn pelakunya sama sama dari RRC,Democrazy2221
Tue May 28 03:58:07 +0000 2024,@newsplatter mohon maaf saya gak pernah pinjol ,steb_
Tue May 28 08:19:24 +0000 2024,@newsplatter Padahal pemerintahan rame rame pinjem ke pinjol terus di bikin galbay,kegemukan
Tue May 28 04:16:34 +0000 2024,@newsplatter Pantes pinjol gak diberantas. Ini toh alasannyaaa,ekakayeeee
Tue May 28 04:40:07 +0000 2024,@newsplatter Pemerintah ke rakyat rakyat ke pinjol pemerinyah ke rakyat Pemerintah ke rakyat rakyat ke pinjol pemerinyah ke rakyat Pemerintah ke rakyat rakyat ke pinjol pemerinyah ke rakyat Pemerintah ke rakyat rakyat ke pinjol pemerinyah ke rakyat Pemerintah ke rakyat ,robi_a_p
Tue May 28 11:31:47 +0000 2024,@newsplatter Pinjol (IMF) punya Amerika,adiya_raihan
Tue May 28 13:16:59 +0000 2024,@newsplatter Pinjol (utang luar negeri) iya ke (pajak) rakyat iya ke cetak duit baru iya juga ,rajapokemon19
Tue May 28 11:34:16 +0000 2024,@newsplatter pinjol cina,666niw
Tue May 28 08:11:47 +0000 2024,@newsplatter Pinjol internasional bang awkwkkwk,kin_ilham
Wed May 29 08:49:46 +0000 2024,@newsplatter pinjol juga ke cinak atau yahudi,the_omicron
Tue May 28 04:49:54 +0000 2024,@newsplatter Pinjol juga om.....,Geusan1
Tue May 28 15:05:16 +0000 2024,@newsplatter Pinjol juga...,IndraAngkola2
Tue May 28 04:54:50 +0000 2024,@newsplatter pinjol ke imf atau negara lain,xiangyudawang
Tue May 28 04:13:17 +0000 2024,@newsplatter Pinjol ke negara lain,mufidmb48
Tue May 28 04:41:01 +0000 2024,@newsplatter Pinjol kelas negara. Namanya IMF om,FonzieBear77
Tue May 28 11:58:19 +0000 2024,@newsplatter Rakyat jelata kalo BU ke pinjol. Pemerintah kalo BU ke mana? Ke pajak,Priyatno
Tue May 28 04:25:25 +0000 2024,@newsplatter Rakyat jelata kalo butuh uang langsung ke pinjol. Nah pemerintah kalo BU mereka tinggal bilang Ayo rapat anggaran! ,sonydwias
Wed May 29 08:30:58 +0000 2024,@newsplatter Rakyat jelata minta uang ke pinjol. Pemerintah minta uang ke rakyat jelata. Pinjol nurut sama regulasi pemerintah. Apakah ini yang disebut lingkaran setan? Pantesan akhir ini muncul istilah baru yang berakhiran kata 'loan/debt' seperti di kata student loan/debt. Oke gas?,olaffwibowo
Tue May 28 11:00:49 +0000 2024,@newsplatter Rakyat yg ngutang pinjol.,baladewa1982
Wed May 29 07:05:38 +0000 2024,@newsplatter Sama sih pinjol juga cuman nanyanya dibikin keren IMF,RCakrabuana
Tue May 28 04:42:27 +0000 2024,@newsplatter yah naikkin pajak dan harga-harga bahan pokok dan BBM serta minjem ke badan pinjol internasional.,ajisk77
Tue May 28 03:00:45 +0000 2024,@nic04722 Msih mnding sales kredit panci brmnfaat pancinya... Lah mrk sales kredit pinjol apa gunanya?‍,mulkanjabariyan
Wed May 29 05:47:29 +0000 2024,@nichtyar inimah pinjol jir,trsxhpanda
Wed May 29 07:52:50 +0000 2024,@nihil204 @riliv_app iyaa,Cuddlep1e
Sun May 26 19:25:39 +0000 2024,@nikisaka @decntavy @18fesss Gapaham tbtb bawa quote supaya silahturahmi tak terputus inilah itulah pusing liatnya. Pinjol dll Aneh bet,ambyarrrre_e
Mon May 27 16:02:07 +0000 2024,@Ninmi @1 Hey teteh. Nomornya buat apa? Gak buat pinjol kan?,sunghooin
