username,full_text,cleaned_text
ninunidyy,gapapa deh ada bunganya juga asal gamau pinjol capeee,"['gapapa', 'deh', 'bunga', 'asal', 'enggak', 'mau', 'pinjam', 'online', 'capek']"
ssam0yedds23,gapapa yaallah gapunya duit juga... diumur segini gapunya hutang pinjol sama spaylater aja udah KEREN banget gue...... tapi better kalo dibarengi punya duit yaallah....,"['gapapa', 'yaallah', 'enggak', 'punya', 'duit', 'umur', 'gin', 'enggak', 'punya', 'hutang', 'pinjam', 'online', 'sama', 'sudah', 'keren', 'banget', 'gue', 'lebih', 'baik', 'kalau', 'bareng', 'punya', 'duit', 'yaallah']"
pendimaran,Gara-gara tiap buka IG ads pertama selalu pinjol dkk jadinya punya rencana buat ngeblock report semua pinjol yg muncul. Eh malah IGku sekarang ke-pinjol-an wkwk gara-gara algoritma berubah. Terserang pinjol secara ugal-ugalan ,"['gara', 'gara', 'tiap', 'buka', 'ig', 'ads', 'pertama', 'selalu', 'pinjam', 'online', 'dkk', 'jadi', 'punya', 'rencana', 'buat', 'ngeblock', 'report', 'semua', 'pinjam', 'online', 'muncul', 'eh', 'malah', 'igku', 'sekarang', 'pinjam', 'online', 'an', 'wkwk', 'gara', 'gara', 'algoritma', 'ubah', 'serang', 'pinjam', 'online', 'ugal', 'ugalan']"
candykuq,Gas malam ini fastt Gestun atau pinpri Langsung wa yaa guys Bagi yang butuh modal Atau pelajar juga boleh Pencairan gak sampai 10 menit #pinjamanuang #butuhdana #pinpri #zonauangᅠᅠ #pinjamanpribadi #butuhuang #galbaypinjol #pinjamanpribadi #pinjol #hutang #dana_pelajar https://t.co/22wtjbi4Ga,"['gas', 'malam', 'fastt', 'gestun', 'pinpri', 'langsung', 'wa', 'teman', 'teman', 'yang', 'butuh', 'modal', 'ajar', 'boleh', 'cair', 'enggak', 'menit']"
karinaapuq,Gas pagi ini fastt Gestun atau pinpri Langsung wa yaa guys Bagi yang butuh modal Atau pelajar juga boleh Pencairan gak sampai 10 menit #pinjamanuang #butuhdana #pinpri #zonauangᅠᅠ #pinjamanpribadi #butuhuang #galbaypinjol #pinjamanpribadi #pinjol #hutang #dana_pelajar https://t.co/1vRFknKHGG,"['gas', 'pagi', 'fastt', 'gestun', 'pinpri', 'langsung', 'wa', 'teman', 'teman', 'yang', 'butuh', 'modal', 'ajar', 'boleh', 'cair', 'enggak', 'menit']"
candykuq,Gas siang ini byy Gestun atau pinpri Langsung wa yaa guys Bagi yang butuh modal Atau pelajar juga boleh Pencairan gak sampai 10 menit #pinjamanuang #butuhdana #pinpri #zonauangᅠᅠ #pinjamanpribadi #butuhuang #galbaypinjol #pinjamanpribadi #pinjol #hutang #dana_pelajar https://t.co/RdRwmLiXnP,"['gas', 'siang', 'byy', 'gestun', 'pinpri', 'langsung', 'wa', 'teman', 'teman', 'yang', 'butuh', 'modal', 'ajar', 'boleh', 'cair', 'enggak', 'menit']"
vinarosq,Gas siang ini fastt Gestun atau pinpri Langsung wa yaa guys Bagi yang butuh modal Atau pelajar juga boleh Pencairan gak sampai 10 menit #pinjamanuang #butuhdana #pinpri #zonauangᅠᅠ #pinjamanpribadi #butuhuang #galbaypinjol #pinjamanpribadi #pinjol #hutang #dana_pelajar,"['gas', 'siang', 'fastt', 'gestun', 'pinpri', 'langsung', 'wa', 'teman', 'teman', 'yang', 'butuh', 'modal', 'ajar', 'boleh', 'cair', 'enggak', 'menit']"
lemontese,gatau ya semenjak kelilit pinjol ini anger issue gw semakin merajalela. gw dulu punya akun twitter khusus kpop pas tahun 2019 dan disitu branding gw bagus banget terus juga banyak bgt yg adore gw karena katanya gw tuh asik klo ngetweet suka lawak suka lucu kontennya.,"['enggak', 'tau', 'semenjak', 'lilit', 'pinjam', 'online', 'anger', 'issue', 'gue', 'makin', 'rajalela', 'gue', 'dulu', 'punya', 'akun', 'khusus', 'kpop', 'pas', 'tahun', 'situ', 'branding', 'gue', 'bagus', 'banget', 'terus', 'banyak', 'banget', 'adore', 'gue', 'kata', 'gue', 'tuh', 'asik', 'kalo', 'ngetweet', 'suka', 'lawak', 'suka', 'lucu', 'konten']"
Cuddlep1e,gbs tdr kepala berisik bgtt obat habis moment‍‍,"['enggak', 'tidur', 'kepala', 'berisik', 'banget', 'obat', 'habis', 'moment']"
hendrawaaan,Gede dikit bertemanlah dia dgn slot dan pinjol ketebak bgt ritme hidupnya.,"['besar', 'dikit', 'tan', 'dengan', 'pinjam', 'online', 'tebak', 'banget', 'ritme', 'hidup']"
InfoCisadane_,Gen Z tak hanya soal mental health broken home minum amer susu judi slot pinjol dan game online. Kami juga bisa dukung Prabowo-Gibran. https://t.co/COZaP8VM6R,"['gen', 'tak', 'soal', 'mental', 'health', 'broken', 'home', 'minum', 'amer', 'susu', 'judi', 'pinjam', 'online', 'main', 'online', 'juga', 'dukung', 'prabowo', 'gibran']"
NephilaXmus,GenZ di Era UU Cipta Kerja Sekolah Kuliah Kerja Kejerat Pinjol ️,"['genz', 'era', 'uu', 'cipta', 'kerja', 'sekolah', 'kuliah', 'kerja', 'jerat', 'pinjam', 'online']"
Outstandjing,Genzi yg sliknya colima kena pinjol ditambah lagi makin sulit jadi kartap karena uu cilaka Alhasil susah ambil KPR,"['genzi', 'sliknya', 'colima', 'kena', 'pinjam', 'online', 'tambah', 'makin', 'sulit', 'jadi', 'kartap', 'uu', 'cilaka', 'hasil', 'susah', 'ambil', 'kredit', 'milik', 'rumah']"
crueampie,ges ges aku open ya tsay,"['ges', 'ges', 'aku', 'open', 'tsay']"
CoolinMilk,Gila dah gue baru pasang kartu @myXL baru KEMAREN malem sampe saat ini gue udah dispam telepon sama 3 nomor berbeda busuk banget lo recycle nomor yg ga aktif baru seminggu apa gimana dah. Ni kalo ternyata nomor ini kedaftar jaminan pinjol gmn anj busuk bgt,"['gila', 'deh', 'gue', 'baru', 'pasang', 'kartu', 'baru', 'kemarin', 'malam', 'saat', 'gue', 'dispam', 'telepon', 'sama', 'nomor', 'beda', 'busuk', 'banget', 'lo', 'recycle', 'nomor', 'enggak', 'aktif', 'baru', 'minggu', 'apa', 'bagaimana', 'deh', 'nih', 'kalau', 'nyata', 'nomor', 'daftar', 'jamin', 'pinjam', 'online', 'bagaimana', 'anjing', 'busuk', 'banget']"
loveunoia,gilaaa ternyata pinjol tuh se-menjerat itu ya,"['gila', 'nyata', 'pinjam', 'online', 'tuh', 'se', 'jerat', 'ya']"
k4vehsf,gimana berhenti orang yang spam telfon pagi-pagi plis nawarin pinjol mulu. udah aku blok tapi tetep ganti ganti nomornya. ganggu banget..,"['bagaimana', 'henti', 'orang', 'spam', 'telfon', 'pagi', 'pagi', 'tawar', 'pinjam', 'online', 'terus', 'aku', 'blok', 'tetap', 'ganti', 'ganti', 'nomor', 'ganggu', 'banget']"
icmelisa,Gini ya gengs mau sejago apa lo ngatur keuangan ga akan bener kalo duitny kurang so be realistis aja gaya hidup sesuai kemampuan kadang suka kaget dengen anak2 muda sekarang dikit2 pinjol cuman buat lifestyle Gw pun gini setelah kerja berapa tahun dulu mah anak krl ,"['begini', 'gengs', 'mau', 'jago', 'apa', 'lo', 'atur', 'uang', 'enggak', 'benar', 'kalau', 'duitny', 'kurang', 'sok', 'be', 'realistis', 'gaya', 'hidup', 'sesuai', 'mampu', 'kadang', 'suka', 'kaget', 'dengen', 'anak', 'muda', 'sekarang', 'dikit', 'pinjam', 'online', 'cuman', 'buat', 'lifestyle', 'gue', 'begini', 'kerja', 'berapa', 'tahun', 'dulu', 'mah', 'anak', 'krl']"
Cuddlep1e,gmw balik lg ke fase minum paracetamol 7bj tp ini bnrn gk bisa tdr samsek ya Tuhan nyiksa bgt,"['gmw', 'balik', 'ke', 'fase', 'minum', 'paracetamol', 'bj', 'ini', 'benar', 'enggak', 'tidur', 'sama', 'sekali', 'tuhan', 'nyiksa', 'banget']"
unayftryy,gopay later lunas akulaku batu nyicil 700k,"['later', 'lunas', 'batu', 'nyicil']"
UciDiana654492,gua gak pernah pinjol tapi di telfon admin pinjol anj tolol banget tu admin gak jelas mana nelfon berkali kali,"['aku', 'enggak', 'pernah', 'pinjam', 'online', 'di', 'telfon', 'admin', 'pinjam', 'online', 'anjing', 'tolol', 'banget', 'admin', 'enggak', 'jelas', 'mana', 'nelfon', 'kali', 'kali']"
jemifou189,gue beneran di suruh ngepet yaa?? apa ini saatnya juga buat pinjol?,"['gue', 'benar', 'suruh', 'ngepet', 'apa', 'saat', 'buat', 'pinjam', 'online']"
sugarbbygrul,Gue enek bgttt tiap bulan ada aja gerbrakan masalah yg lo buat. Dr judi online kelilit pinjol selingkuh dr istri lo pdahal lo punya anak perempuan skrg utang lo g lo bayar malah ibu gue yg nanggung! Emg anak monyettttt!!! Nyusahin doang bisanya bales budi gabisa tp gatau diri,"['gue', 'enek', 'banget', 'tiap', 'bulan', 'saja', 'gerbrakan', 'masalah', 'lo', 'buat', 'judi', 'online', 'lilit', 'pinjam', 'online', 'selingkuh', 'istri', 'lo', 'padahal', 'lo', 'punya', 'anak', 'perempuan', 'sekarang', 'utang', 'lo', 'enggak', 'lo', 'bayar', 'malah', 'ibu', 'gue', 'nanggung', 'memang', 'anak', 'monyettt', 'susah', 'doang', 'bisa', 'balas', 'budi', 'enggak', 'tapi', 'enggak', 'tau', 'diri']"
storytellerdy,GUE gakan mw ajak orang gabung buat sesat anjing pinjol tolol dan akhirny w keluar dr grup tsb yg isinya tuh member brand itu smua..krna gue gamau ngajak orang buat sesat ???,"['gue', 'gakan', 'mau', 'ajak', 'orang', 'gabung', 'buat', 'sesat', 'pinjam', 'online', 'tolol', 'akhirny', 'gue', 'keluar', 'grup', 'sebut', 'isi', 'tuh', 'member', 'brand', 'semua', 'gue', 'enggak', 'mau', 'ajak', 'orang', 'buat', 'sesat']"
ahmasasieh,gue gtau apkah beliau bsa diblng korban apa tidak krn satu-satunya kerugian disini adalah dia diterror di wa. kemungkinan jg bkn dr pinjol yg dia pke. pelajarannya jgn mau komunikasi sm org yg ga dikenal bjir apalagi sampe pindah ke wa knp si pd suka chat sm org ga dikenal ,"['gue', 'enggak', 'tau', 'apkah', 'beliau', 'diblng', 'korban', 'apa', 'karena', 'satu', 'satu', 'rugi', 'sini', 'dia', 'diterror', 'wa', 'mungkin', 'bukan', 'pinjam', 'online', 'dia', 'pakai', 'ajar', 'jangan', 'mau', 'komunikasi', 'sama', 'orang', 'enggak', 'kenal', 'sampai', 'pindah', 'wa', 'sih', 'suka', 'chat', 'sama', 'orang', 'enggak', 'kenal']"
Amoebaku1,Gue lagi ngerapihin financial gue udh beberapa pinjol yang berhasil gue tutup dan ada beberapa yang gue ajuin restrukturisasi karna gue ga mau galbay. Tapi kalo DC nya udah kaya dajjal juga gue jadi mikir-mikir lagi. #telbay #galbay,"['gue', 'ngerapihin', 'uang', 'gue', 'beberapa', 'pinjam', 'online', 'hasil', 'gue', 'tutup', 'ada', 'beberapa', 'gue', 'aju', 'restrukturisasi', 'gue', 'enggak', 'mau', 'gagal', 'bayar', 'kalau', 'tagih', 'hutang', 'nya', 'kayak', 'dajjal', 'gue', 'jadi', 'mikir', 'mikir']"
_veellyy,gue langsung search di google dan bener aja itu pinjol sebenernya gapapa si toh jg namanya kerja kan bebas aja tapi yg jadi mslh nya nomor wa itu masi tergabung dlm grup kuliah gue anjirrrrrr kalo orang lain liat username itu gmnnnnnnn badjingann,"['gue', 'langsung', 'search', 'google', 'benar', 'pinjam', 'online', 'benar', 'gapapa', 'sih', 'juga', 'nama', 'kerja', 'kan', 'bebas', 'tapi', 'jadi', 'masalah', 'nya', 'nomor', 'wa', 'masih', 'gabung', 'grup', 'kuliah', 'gue', 'anjir', 'kalau', 'orang', 'lihat', 'username', 'itu', 'gmnnn', 'badjingann']"
taerenim,gue liat ini jdi keinget berita bapak bapak ilang tpi sebelum ilangvdia ngisim sms kek dia mau bunuh diri apa yah. trus ampe dukun dukun ikutan nyari trus katanya bapak itu udh mati trus mayatnya gtau dmn. DAN TERNYATA BAPAK ITU KETEMU BJIR DIA NGILANG KARENA PUNYA UTANG PINJOL,"['gue', 'lihat', 'jadi', 'ingat', 'berita', 'bapak', 'bapak', 'hilang', 'belum', 'ilangvdia', 'ngisim', 'sms', 'kayak', 'mau', 'bunuh', 'diri', 'apa', 'terus', 'dukun', 'dukun', 'ikut', 'cari', 'terus', 'kata', 'bapak', 'sudah', 'mati', 'terus', 'mayat', 'enggak', 'tau', 'dan', 'nyata', 'bapak', 'ketemu', 'hilang', 'punya', 'utang', 'pinjam', 'online']"
livingfreehere,Gue pengen nikah tp ni urusan pinjol harus selesai dulu!! Ya Allah bantu hamba lunasin semua ini dalam waktu cepat supaya niat hamba untuk menyempurnakan setengah ibadah seumur hidup bisa terlaksana. Hamba tobat dr segala bentuk riba. Bantu hamba ya Allah,"['gue', 'pengin', 'nikah', 'nih', 'urus', 'pinjam', 'online', 'selesai', 'dulu', 'tuhan', 'bantu', 'hamba', 'lunasin', 'semua', 'dalam', 'waktu', 'cepat', 'niat', 'hamba', 'sempurna', 'tengah', 'ibadah', 'umur', 'hidup', 'laksana', 'hamba', 'tobat', 'segala', 'bentuk', 'riba', 'bantu', 'hamba', 'tuhan']"
sochonomikey,Gue rada trust issue sama orang orang twitter ni kebanyakan orang ngefaker kadang bikin thread ga masuk akal yg penting viral bocil nipu orang karena kelilit pinjol. https://t.co/tJBzllN3Vd,"['gue', 'rada', 'trust', 'issue', 'sama', 'orang', 'orang', 'nih', 'banyak', 'orang', 'ngefaker', 'kadang', 'bikin', 'thread', 'enggak', 'masuk', 'akal', 'penting', 'viral', 'bocil', 'nipu', 'orang', 'lilit', 'pinjam', 'online']"
2nd_wy,gue sangat ingin merubah nasib keluarga ini dan lepas dari utang pinjol,"['gue', 'sangat', 'rubah', 'nasib', 'keluarga', 'dan', 'lepas', 'utang', 'pinjam', 'online']"
BIGwingatgosipo,Gue selama ini bertahan hidup dgn gaji 800rb/bulan tuh pakai pinjol ya ajg! Jadi gausah deh sok tau soal kehidupan gue. Gue 2 tahun belakangan ini terpuruk karena kemampuan diri sendiri. Disangka enak apa hidup begini???? Kenapasi ketikannya sok tau banget! Capek gue capek,"['gue', 'lama', 'tahan', 'hidup', 'gaji', 'ribu', 'bulan', 'tuh', 'pakai', 'pinjam', 'online', 'jadi', 'enggak', 'usah', 'deh', 'sok', 'tau', 'soal', 'hidup', 'gue', 'gue', 'tahun', 'belakang', 'puruk', 'mampu', 'diri', 'sendiri', 'sangka', 'enak', 'apa', 'hidup', 'begini', 'napas', 'keti', 'sok', 'tau', 'banget', 'capek', 'gue', 'capek']"
delamauls,gue udah gak habis pikir lagi kenapa orang bisa dengan sangat sembarangan make nomor orang lain buat dicantumin di emergency contact pinjol nya. kayak(?) lu bener2 ga punya otak.,"['gue', 'enggak', 'habis', 'pikir', 'kenapa', 'orang', 'dengan', 'sangat', 'sembarang', 'pakai', 'nomor', 'orang', 'buat', 'dicantumin', 'emergency', 'contact', 'pinjam', 'online', 'nya', 'kayak', 'kamu', 'benar', 'enggak', 'punya', 'otak']"
typectrlaltdel,Gunane prenup bukane emang gawe pisah harta yo? Aku mah misal mbesok rabi ya pengen prenup. Wong tuoku soro² ngewarisi lek lanange gak tepak lak amblas. Opo maneh saiki akeh wong kejerat judol karo pinjol,"['gunane', 'bukane', 'memang', 'gawe', 'pisah', 'harta', 'aku', 'mah', 'misal', 'mbesok', 'rabi', 'pengin', 'wong', 'tuoku', 'soro', 'ngewarisi', 'lek', 'lanange', 'enggak', 'tepak', 'lak', 'amblas', 'opo', 'maneh', 'saiki', 'akeh', 'wong', 'jerat', 'judi', 'online', 'karo', 'pinjam', 'online']"
crueampie,guys aku msh up yaaa,"['teman', 'teman', 'aku', 'up']"
crueampie,guys aku open yaa,"['teman', 'teman', 'aku', 'open']"
xzlaaa,guys buat yg dm maaf bgt yaa aku belum bisa bales. aku lg sakit dan gamau mikirin pinjol dulu. di rl jg lagi hectic bgt jd aku mau fokus dulu,"['teman', 'teman', 'buat', 'pesan', 'langsung', 'maaf', 'banget', 'aku', 'bisa', 'balas', 'aku', 'sakit', 'enggak', 'mau', 'pikir', 'pinjam', 'online', 'dulu', 'rl', 'lagi', 'hectic', 'banget', 'jadi', 'aku', 'mau', 'fokus', 'dulu']"
rebibillyhills,Guys cari #jokipinjol jgn pas udah japo atau telat bayar gitu apalagi nyari jokinya sambil nyoba-nyoba ngajuin sendiri dan akhirnya jdi banyak tolakan yg barujokipun jadi bingung mau bantunya gmana sebisa mungkin klo mau konsul atau d jokiin sebelum japo ya #zonauang,"['teman', 'teman', 'cari', 'jangan', 'pas', 'jatuh', 'tempo', 'telat', 'bayar', 'apalagi', 'cari', 'joki', 'coba', 'coba', 'aju', 'sendiri', 'akhir', 'jadi', 'banyak', 'tolak', 'barujokipun', 'jadi', 'bingung', 'mau', 'bantu', 'bagaimana', 'bisa', 'mungkin', 'kalo', 'mau', 'konsultasi', 'di', 'jokiin', 'jatuh', 'tempo']"
crueampie,guys kalo kalian mau curhat masalah aplikasi galbay kalian yg ga dijokiin sm aku aku blm bs fastres yaa. aku prioritasin customer aku dulu customer aku ga dikit yg curhat sm aku setelah galbay. ,"['teman', 'teman', 'kalau', 'kalian', 'mau', 'curhat', 'masalah', 'aplikasi', 'gagal', 'bayar', 'kalian', 'enggak', 'joki', 'kan', 'sama', 'aku', 'aku', 'bisa', 'fastres', 'aku', 'prioritasin', 'customer', 'aku', 'dulu', 'customer', 'aku', 'enggak', 'dikit', 'curhat', 'sama', 'aku', 'gagal', 'bayar']"
pevchespinx,guys pls HELP RT!!!! Kalau ada yang pinjol pinpri entah sebagai peminjam atau yang meminjamkan atas nama AINNISA MULIANA INGGITA jangan percaya pleaseeeeeeeee. gua baru aja kena tipu sama pinpri dan ngancem bakal nyebarin foto ktp dan foto selfie https://t.co/I2xvCvr0oB,"['teman', 'teman', 'help', 'rt', 'kalau', 'yang', 'pinjam', 'online', 'pinpri', 'entah', 'pinjam', 'yang', 'pinjam', 'atas', 'nama', 'ainnisa', 'muliana', 'inggita', 'jangan', 'percaya', 'pleaseee', 'aku', 'baru', 'kena', 'tipu', 'sama', 'pinpri', 'ngancem', 'bakal', 'nyebarin', 'foto', 'kartu', 'tanda', 'duduk', 'foto', 'selfie']"
Biskuityaya2,Guys yg pernah pinjol paling aman yg mana ya? Lagi BU nihhh atau info loker dehhh. Thx,"['teman', 'teman', 'pernah', 'pinjam', 'online', 'paling', 'aman', 'mana', 'lagi', 'bu', 'nih', 'info', 'loker', 'deh', 'thx']"
brrybluew,Guyss aku fast respon ya. Yg mau joki pinjol dan atau cek testi2 dulu aja ️ @brrybluew Tp maaf sekali kalo udh banyak tolakan apalagi ada riwayat galbay udh susah kemana2 #jokipinjol #jokigalbay #zonauang https://t.co/LKSTXMcdvw,"['guyss', 'aku', 'fast', 'respon', 'yang', 'mau', 'joki', 'pinjam', 'online', 'atau', 'cek', 'testimoni', 'dulu', 'tapi', 'maaf', 'sekali', 'kalau', 'banyak', 'tolak', 'ada', 'riwayat', 'gagal', 'bayar', 'susah']"
sinnaishere,guyss aku fastrespon di tele ya link di bio mau sharing masalah perpinjolan kalian atau mau ngegalbay pinjol ilegalnya asal kalian belum ada jatuh tempo dan galbay bisa bgt konsul dlu ke tele #jokipinjol #zonauang,"['guyss', 'aku', 'fastrespon', 'link', 'bio', 'mau', 'sharing', 'masalah', 'perpinjolan', 'kalian', 'mau', 'ngegalbay', 'pinjam', 'online', 'ilegal', 'asal', 'kalian', 'ada', 'jatuh', 'tempo', 'gagal', 'bayar', 'banget', 'konsultasi', 'dulu']"
flxwerangels,guysss wish me luck ya jumat ini aku akan bawain webinar tentang UTANGGGG jadi semua ilmu yang aku kasih ke kalian bakal aku bawa ke audiensi karyawan BUMN ga spesifik pinjol si ️,"['teman', 'teman', 'wish', 'me', 'luck', 'jumat', 'aku', 'bawain', 'webinar', 'utangg', 'jadi', 'semua', 'ilmu', 'aku', 'kasih', 'kalian', 'bakal', 'aku', 'bawa', 'audiensi', 'karyawan', 'bumn', 'enggak', 'spesifik', 'pinjam', 'online', 'sih']"
Aemyeh,gw baru beli anj anj lupa gw masukin lgi aj udh robek tuh cover jok. gw tanyain depan muka tuh org org ngomong nya ngga tau a banci semua anj muka muka terjerat pinjol babik,"['gue', 'baru', 'beli', 'anjing', 'anjing', 'lupa', 'gue', 'masuk', 'saja', 'robek', 'tuh', 'cover', 'jok', 'gue', 'tanya', 'depan', 'muka', 'tuh', 'orang', 'orang', 'omong', 'nya', 'enggak', 'tau', 'a', 'banci', 'semua', 'anjing', 'muka', 'muka', 'jerat', 'pinjam', 'online', 'babik']"
andwrxx,Gw bodo amat sama avenged jiiirrrrr Tapi kalo udah blink kalo perlu pinjol gw buat beli tiket wkwkwk,"['gue', 'bodo', 'sama', 'avenged', 'jirrr', 'kalau', 'blink', 'kalau', 'perlu', 'pinjam', 'online', 'gue', 'buat', 'beli', 'tiket', 'wkwkwk']"
mwloed,Gw ga akan bikin konten youtube sampe ads nya bebas iklan judol dan pinjol,"['gue', 'enggak', 'bikin', 'konten', 'youtube', 'ads', 'nya', 'bebas', 'iklan', 'judi', 'online', 'pinjam', 'online']"
fra22933,gw gak sengaja download apk pinjol terus gw iseng login terus gw belum selesai verifikasi di apk itu gw terus terusan di telfon sama pihak mereka karena belum selesai verifikasi,"['gue', 'enggak', 'sengaja', 'download', 'pinjam', 'online', 'terus', 'gue', 'iseng', 'login', 'terus', 'gue', 'selesai', 'verifikasi', 'gue', 'terus', 'terus', 'telfon', 'sama', 'pihak', 'karena', 'selesai', 'verifikasi']"
Wonuyaa3,Gw nih bukan penyedia jasa pinjol anjiiir ngapain pada minjem uang ke gw Mana gede gede bangeeet. Gw aja tidur masih numpang dirumah emak,"['gue', 'nih', 'bukan', 'sedia', 'jasa', 'pinjam', 'online', 'apa', 'minjem', 'uang', 'gue', 'mana', 'besar', 'besar', 'banget', 'gue', 'tidur', 'numpang', 'rumah', 'emak']"
jk_l0v33,gweh ditelpon lg ni sma pinjol BERUK)??? BAYAR ANJJ,"['gweh', 'telpon', 'nih', 'sama', 'pinjam', 'online', 'beruk', 'bayar', 'anjj']"
naslovesan,gweh kaget buka tele tiba tiba ada grub pinjol anj sejak kapan gweh gabung grup begituan,"['gweh', 'kaget', 'buka', 'tiba', 'tiba', 'grub', 'pinjam', 'online', 'anjing', 'sejak', 'kapan', 'gweh', 'gabung', 'grup', 'begitu']"
crueampie,hai guys untuk yang mau konsul atau customer aku yang lama bole japri aku ya kini aku tersedia di wa dan tele. untuk link wa: https://t.co/blB0g90E0u tele: https://t.co/dOkJO6LEGE,"['hai', 'teman', 'teman', 'mau', 'konsultasi', 'customer', 'aku', 'yang', 'lama', 'japri', 'aku', 'kini', 'aku', 'sedia', 'wa', 'link', 'wa']"
celinaawhy,Hai joki pinjolnya sudah open yaa #jokipinjol #galbaypinjol,"['hai', 'joki', 'pinjolnya', 'open']"
rsoxana,Hai kenalin aku mahasiswi tingkat akhir yang punya tanggungan pinjol. sedikit cerita aku mulai masuk arus panjul saat nyoba pakai orenlater. ayo kita masuk ke pertanyaan yang sering ditanyain orang-orang!!,"['hai', 'kenal', 'aku', 'mahasiswi', 'tingkat', 'akhir', 'punya', 'tanggung', 'pinjam', 'online', 'sedikit', 'cerita', 'aku', 'mulai', 'masuk', 'arus', 'panjul', 'coba', 'pakai', 'orenlater', 'ayo', 'masuk', 'tanya', 'sering', 'ditanyain', 'orang', 'orang']"
celinaawhy,Hai yang mau pake jasa joki pinjol syaratnya harus punya rawatan pinjol berjalan dan udah pernah lunas belom pernah galbay/telbay. Untuk data fresh sorry ya gak bisa huhu. Yang masih bingung boleh tanya aja dlu #zonauang #jokipinjol #galbay #galbaypinjol,"['hai', 'mau', 'pakai', 'jasa', 'joki', 'pinjam', 'online', 'syarat', 'punya', 'rawat', 'pinjam', 'online', 'jalan', 'sudah', 'pernah', 'lunas', 'pernah', 'gagal', 'bayar', 'telat', 'bayar', 'data', 'fresh', 'maaf', 'enggak', 'huhu', 'masih', 'bingung', 'tanya', 'dulu']"
echajokipinjol,haii aku open Joki Pinjol 24 Jam #jokiakuntansi #jokitugas #jokitugaskuliah #pinjol #jokipinjol #pinpri #pinjamanonline,"['hai', 'aku', 'open', 'joki', 'pinjam', 'online', 'jam']"
echajokipinjol,haiii udh pada makan sialng belumm️,"['hai', 'pada', 'makan', 'sialng', 'belumm']"
celinaawhy,Hallo buat kalian yang punya cicilan dan udah cape banget galob tulobnya boleh yuk sini konsul dulu. Kalo udah galbay tuh gak bisa makanya sebelum galbay mending konsul dulu biar enak #zonauang #galbay #jokipinjol https://t.co/zq1O26j5E2,"['halo', 'buat', 'kalian', 'punya', 'cicil', 'capek', 'banget', 'gali', 'lubang', 'tulobnya', 'yuk', 'sini', 'konsultasi', 'dulu', 'kalau', 'sudah', 'gagal', 'bayar', 'tuh', 'enggak', 'makanya', 'gagal', 'bayar', 'mending', 'konsultasi', 'dulu', 'biar', 'enak']"
Kiplipinjol,Hallo guyss Open terus ya joki pinjolnya kita main aman tanpa memakai uang pribadi dan tentunya fee di akhir cod pun bisa ( Bandung Kota ) #pinjol #galbay #pinpri #jokpin #jokipinjol #pinjamanonline #zonauang #pinjolilegal,"['halo', 'guyss', 'open', 'terus', 'joki', 'pinjolnya', 'main', 'aman', 'pakai', 'uang', 'pribadi', 'tentu', 'biaya', 'akhir', 'cod', 'bisa', 'bandung', 'kota']"
echajokipinjol,Hallo kalau lewat numpang tag aku #zonauang #zonajajan,"['halo', 'kalau', 'lewat', 'numpang', 'tag', 'aku']"
renjunkiee612,Halo guys Aku lagi butuh biaya buat keperluan kuliah kira2 ada yang tau ga pinjaman yang trusted dimana selain pinjol??,"['halo', 'teman', 'teman', 'aku', 'butuh', 'biaya', 'buat', 'perlu', 'kuliah', 'kira', 'tau', 'enggak', 'pinjam', 'yang', 'percaya', 'selain', 'pinjam', 'online']"
cl0udd365,halo kak aku sudah fastrespon yaaa diteleku @clouud11 yg mau tanya2 atau sharing tentang galbay perpinjolan nya bisa lgsg chat aku di teleku #jokipinjol #zonauang,"['halo', 'kak', 'aku', 'fastrespon', 'tele', 'mau', 'tanya', 'sharing', 'gagal', 'bayar', 'perpinjolan', 'nya', 'langsung', 'chat', 'aku', 'teleku']"
celinaawhy,Halo siapa yang masih galob tulob pinjol?pasti cape kan harus bayar bunganya trs:( yuk gaskeun ilegalnya lumayan bgt loh buat nambah²in. Syarat pake joki pinjol harus punya rawatan pinjol belom galbay dan telbay sama tolakannya gak banyak yaa say #jokipinjol #zonauang #galbay https://t.co/B6szRXOWoa,"['halo', 'siapa', 'masih', 'gali', 'lubang', 'tutup', 'lubang', 'pinjam', 'online', 'capek', 'kan', 'bayar', 'bunga', 'terus', 'yuk', 'gaskeun', 'ilegal', 'lumayan', 'banget', 'loh', 'buat', 'tambah', 'syarat', 'pakai', 'joki', 'pinjam', 'online', 'punya', 'rawat', 'pinjam', 'online', 'gagal', 'bayar', 'telat', 'bayar', 'sama', 'tolak', 'enggak', 'banyak', 'sayang']"
daicysss,haloo aku masi open pinpri ya buat nominal besar dengan pembayaran cicilan bisa buat nutup pinjol or paylater jadi ga galob tulob lagi fokus ke satu lubang. buat yg butuh uang wajib menyertakan bukti keperluan nya dan aku ga menerima cowo #zonauang #pinjamanpribadi,"['haloo', 'aku', 'open', 'pinpri', 'buat', 'nominal', 'besar', 'bayar', 'cicil', 'buat', 'nutup', 'pinjam', 'online', 'orang', 'bayar', 'jadi', 'enggak', 'gali', 'lubang', 'tutup', 'lubang', 'fokus', 'satu', 'lubang', 'buat', 'butuh', 'uang', 'wajib', 'serta', 'bukti', 'perlu', 'nya', 'aku', 'enggak', 'terima', 'cowok']"
